,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],"[""The event was cancelled in September 2010 after potentially toxic algae was discovered in the water by the Environment Agency. In an effort to avoid a repeat, the 2011 event has been scheduled for earlier in the year. Organisers are expecting about 10,000 swimmers to participate in the three-day event. This year a number of open water swimming distances have been introduced, including 0.5 mile (0.8 km), 1 mile (1.6km) and 2 mile (3.2 km). Wet suits are compulsory for the swimmers. The water temperature is expected to be about 16C. A number of elite swimmers will also be taking part, including two of Britain's top swimmers, Dave Carry and Tom Allen. The elite women's race brings together Cassie Patten, from England, and Isabelle Haerle, from Germany. Patten was a bronze medallist in the 10k open water event at the Beijing Olympics. The first swimmers take to the water later on Friday.""]",0.11299435028248588,0.03428571428571429,0.06779661016949153,0.06779661016949153,19.336411863443015
59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['The Advertising Standards Authority (ASA) said the WeetaKid app prompts such as ""What?! No Weetabix?!"" were persuasive and negative. The Northamptonshire-based firm said it took ""great care"" to ensure that its marketing complied with regulations. There had been a complaint that the app could make children feel ""unpopular"". Professor Agnes Nairn, from the Family and Parenting Institute, said the app ""exploited the credulity, loyalty, vulnerability or lack of experience of children by making them feel inferior or unpopular for not buying a product"". ASA ruled that the game, which included two games featuring the Weetobix character, must be taken down from the WeETabix website and must not appear in its current form again. It added that it must ensure that any marketing aimed at children should not exploit them. Weetbix acknowledged the game\'s messages and actions might have an impact on children\'s food preferences, but said that in itself did not breach advertising regulations. In a statement, the company said: ""All of our cereals are recognised by the Food Standards Agency as not high in salt, fat or sugar and are therefore deemed to be acceptable for marketing to children. ""We']",0.13953488372093023,0.0375586854460094,0.09302325581395347,0.09302325581395347,20.58195603821768
60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']","['The officer was pursuing a stolen bike in Coventry when he was knocked over in Stoney Stanton Road on Wednesday. The officer was taken to hospital but discharged with ""bumps, bruises and a bit of shock"". West Midlands Police Road Harm Reduction Team tweeted it was ""not what any of us come into work for"". ""Very disappointed to report that when one of our team was knocked off his bike while pursuing aolen bike the first thing people thought to do was to record the incident on their mobile phones rather than help the rider,"" the team posted on Twitter. The Tweet had been shared nearly 100 times and received support from a number of users, including other branches of the West Midlands force. The Force Contact team branded it ""absolutely disgusting behaviour"", adding: ""For those filming our injured colleague, the difference between us and you is if you ever need our help in future, we still respond.""']",0.143646408839779,0.05586592178770949,0.09944751381215468,0.09944751381215468,28.28723868953545
61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],"['Welsh ministers are awaiting a report into criteria deciding who is eligible for operations which could mean surgery is available for the less obese. The review is also considering the cost to the NHS of changing guidelines. One surgeon said Wales should eventually lower the threshold at which people qualify for NHS-funded surgery, as recommended by a health watchdog. In Wales the threshold is set for patients with a BMI, or body mass index, of 50. Patients must also have either severe and uncontrolled high blood pressure, sleep apnoea or diabetes. The National Institute for Health and Clinical Excellence (Nice) says the NHS in Wales and England and Wales should offer so-called bariatric surgery, such as gastric sleeves and bypasses, to people with a mass index of 40. It also recommends surgery for people without a BMI of 35 if they have other health problems, suchas diabetes or high bloodpressure. An independent committee that plans specialist treatments for the NHS and Wales is reviewing the policy. The Welsh Health Specialised Services Committee is expected to deliver its findings to Health Minister Lesley Griffiths by the end of the month. Calculate your BMI Clinical assessments of who is suitable for surgery are made by a multi-disciplinary panel based at Morriston Hospital in Swansea. Jonathan']",0.10212765957446808,0.017167381974248927,0.07659574468085106,0.07659574468085106,15.729834421702035
62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],"['The 30-year-old heptathlete gets the award for her services to athletics. Dame Jessica, who won gold at London 2012 Olympics and silver four years later in Rio, announced her retirement from the sport in October. Paralympic gold medallists Grace Clough and Will Bayley have both been honoured with MBEs. Mayor of Doncaster Roselyn Jones is to receive the accolade for services to local government and the community of Barnsley, where she was born and raised. She will be awarded her third World Championship after Tatyana Chernova was stripped of the 2011 title for doping. Clough is being honoured for rowing, and Bayley for table tennis. Both picked up a medal at the games in Rio. Former Barnersley FC goalkeeper and coach Norman Rimmington, who died this month, is to be posthumously awarded the British Empire Medal forservices to football and the Community of Barnham. Mrs Jones, who became mayor in 2013, is due to receive a CBE. She is also to be given the award in a ceremony at Doncaster Town Hall.']",0.07368421052631578,0.0,0.05263157894736841,0.05263157894736841,14.528248805420274
63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","['The protest on 9 February was over the 2013 hanging of Kashmiri man Mohammed Afzal Guru and allegedly saw the chanting of anti-India slogans. Police arrested JNU student union head Kanhaiya Kumar on sedition charges but also named five other organisers. The arrest led to protests and clashes in Delhi and universities across India. Government ministers have refused to back down and vowed to punish what they describe as ""anti-national elements"", but critics condemned the charges as an assault on freedom of expression. The five students - named as Umar Khalid, Anirban Bhattacharya, Ashutosh Kumar, Anant Prakash Narayan, Riyazul Haq and Rama Naga - went missing after they were named by police. They returned to campus late on Sunday night and addressed other students holding a vigil, reports said. A section of the media had accused umar Khalid of having links with the Pakistan-based Islamist militant group Jaish-e-Mohammad, although the government later denied the reports. ""...I\'m not a terrorist. I have never projected myself as a Muslim while doing politics on campus. I always tried to see exploitation of Muslims along with the exploitation faced by Dalits, tribals and others,"" Mr Khalid']",0.10138248847926266,0.0,0.05529953917050691,0.05529953917050691,21.483346925546527
64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","['Those that buy euros at the airport can expect to receive around 98 euro cents for their pound. Better rates can be found by buying in advance, with the Post Office offering €1.0819. But that\'s still a long way from the summer of 2015, when tourists were getting at least €1 to $1.32 for their Pound. The big fall came in 2016 after the UK voted to leave the European Union. Tourist rates are based on trading levels on the international currency markets. On those markets the pound earlier hit $1,2382, the lowest level against the dollar in 27 months. That fall was attributed to rising fears that the UK will leave the Europe Union without a withdrawal agreement. The pound also fell against the euro, hitting €1,1062, its lowest level for the year. ""It will be a big shock for tourists to Europe if they are expecting to get good value this year,"" said James Hickman, the chief commercial officer of travel money firm FairFX. He does not expect any recovery in the pound until the Brexit situation is resolved. ""All pointers are that we\'re in for a rocky road,"" he says. ""If people are waiting to buy at a better rate I don\'t think that\'s going']",0.08620689655172413,0.0,0.051724137931034475,0.051724137931034475,16.793752042053615
65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]","['Two men, who stole jewellery including Jessica\'s engagement ring, may have pumped gas through the air conditioning before Monday\'s break-in, he said. The couple, who married in December, were staying with friends in a rented villa in Draguignan, France, at the time of the burglary. Button\'s spokesman said they were unharmed but ""unsurprisingly shaken"". But medical experts said they was sceptical that burglars had used gas in the raid on the villa In Saint Tropez. The Sun newspaper reported that valuables worth £300,000 were stolen. An investigation by the French police has been launched into the matter. It is understood that Jessica and her husband, who are both from France, had been sleeping in the house when the burglars broke in on Monday night. Jessica and Jessica Button, from St Tropez, France The police have indicated that this has become a growing problem in the region with perpetrators going so far as to gas their proposed victims through gas. They have also indicated that they have used gas gas to knock out the victims. ""They have also suggested that they may have been gas-pumped,"" the police said in a statement. ""It is possible that they had pumped gas into the air']",0.12931034482758622,0.034782608695652174,0.06896551724137931,0.06896551724137931,21.55068293870238
66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]","['It is the second such claim to be rejected in court this week. The plaintiffs accused the airline of favouring slim and attractive cabin crew. Aeroflot said its rules were designed to ensure passenger safety. A spokeswoman for the airline said it ""does not discriminate based on age, sex, weight, appearance, religious or political convictions"". In a statement to the BBC the airline called the allegations ""without foundation"". Its application form for would-be flight attendants requires details of height, weight and clothing size. In court, an Aeroflan official admitted that the airline regards heavily-built flight attendants as less suited to emergencies, when quick action is required. A spokesman for the company declined to comment on the case. The airline sets 48 as the maximum clothing size for its stewardesses (L; 16 in UK; 42 in Germany; 14 in US), Russia\'s Kommersant news website reports. Yevgenia Magurina, whose complaint was rejected on Friday, is size 52. Before the court ruling, she told the BBC\'s Outside Source radio programme that Aerofoflot had transferred her to night flights inside Russia last summer. She was taken off international routes. ""In October my salary dropped significantly, apparently because I did not qualify for']",0.09049773755656108,0.0,0.04524886877828054,0.04524886877828054,22.115109033959946
67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"['Rhiannon Bennett, 17, was walking with friends when she was hit by cyclist Jason Howard on 2 April 2007. Howard was convicted of ""dangerous cycling"" and fined. Under the charge there was no penalty of imprisonment. Michael and Diana Bennett will hear their local MP Andrea Leadsom introduce a Commons Bill over the issue. During Howard\'s trial in August 2008, Aylesbury magistrates heard he had shouted at Rhiannon to ""move because I\'m not stopping"", before crashing into her. \'National outcry\' She died from head injuries six days later. Howard, from Buckingham, was fined £2,200, a penalty described as ""laughable"" by Rhiannea\'s parents. They have been campaigning since then for the introduction of more serious penalties for cyclists who cause death. The couple will be in the public gallery of the Commons to hear a Ten Minute Rule Bill by the South Northamptonshire MP. Mrs Leadsome\'s Bill is expected to propose that deaths caused by cyclists should be treated in a similar way to those caused by motorists or motorcyclists. The Conservative MP said: ""Imagine if a motorist had mounted the pavement and killed a schoolgirl as she chatted to her friends. ""The motorist']",0.19469026548672566,0.026785714285714288,0.1327433628318584,0.1327433628318584,21.90451183479693
68,['Members of the Fire Brigades Union in England and Wales have held a further strike on Christmas Eve in a dispute over pensions.'],"['The strike lasting for five hours ended at midnight and further action is scheduled for the New Year. But members of the FBU in Surrey and Kent were recalled after flooding was declared a ""major incident"". Scottish firefighters voted against a strike but have joined an overtime ban. Severe floods hit Surrey and North Kent on Tuesday, with Dorking, Leatherhead and Tonbridge among areas affected. There is an agreement between the union, the government and the fire services that if there are major incidents, union members could be recalled, the UK Fire and Rescue Service said in a statement on Tuesday. But it is not yet clear if there will be any further action. The union has said that if the weather is bad enough to cause problems resulting from the storm that has hit the country, firefighters can be asked to go back and work - albeit voluntarily. Kitchen fires warning Ahead of the strike fire chiefs had urged the public to take extra care with Christmas celebrations. ""Millions of people will be at home celebrating Christmas and New Year when the Fire Brigades Union goes on strike,"" said the London Fire Commissioner Ron Dobson. ""Contingency plans are in place but we\'re urging people to take care, to be sensible, and to remember that fire brigades could be']",0.1322314049586777,0.05,0.09090909090909091,0.09090909090909091,20.97296318328105
69,"[""An Irish policeman who claims some colleagues routinely cancelled motorists' penalty points is to give evidence to politicians.""]","['The Public Accounts Committee hearing is to go ahead in private, despite calls to cancel it by the head of the police and the minister for justice. They argued the government spending watchdog was not the appropriate forum. Sergeant Maurice McCabe claims there is corruption, with penalty points often being quashed for friends and family. Garda Commissioner Martin Callinan had sought legal advice about the prospect of Sgt McCabe and another police whistle-blower appearing before the committee. However, he withdrew the challenge after the committee agreed to hear evidence in private. Sgt McCabe will not be allowed to name specific officers in his evidence, and there are restrictions on what he can say or be asked by committee members. On Monday, the allegations were referred by Minister for Justice Alan Shatter to the Garda Ombudsman. He said he did not believe the committee could adequately address the controversy.']",0.08383233532934133,0.024242424242424242,0.0718562874251497,0.0718562874251497,21.70599413241597
70,"['Scores of councils in England say they cannot guarantee primaries will reopen on 1 June, throwing government plans to get pupils back to school into chaos.']","[""By Hannah RichardsonEducation and social affairs reporter Only 20 of 99 councils to respond to a BBC Breakfast survey said they were advising schools to open more widely on Boris Johnson's target date. Of the 99 who responded, two thirds (68), could not guarantee schools would reopen to Reception, Year 1 and Year 6. It comes as the government prepares to publish scientific advice on its plan. Ministers have been insisting that they would only be calling on schools in England to reopen in June if the scientific advice said it was safe to do so. Safety concerns Teaching unions, heads and politicians have been calling for that advice to be made public. BBC Breakfast carried out a snap-shot survey of the 150 local authorities that oversee primary schools over the past 48 hours. It also showed: The local authorities which have said they will not open on 1 June include: Blackburn, Bury, Calderdale, Cheshire West, East Riding, Knowsley, Newcastle City, Rochdale, Stockport, Trafford and Wirral. It is the head teachers and the governing bodies on the ground who need to make arrangements for social distancing or keeping children within small groups to limit the potential spread of infection. Schools across England have been open to small numbers of vulnerable pupils and the""]",0.12448132780082986,0.02510460251046025,0.0912863070539419,0.0912863070539419,24.631603121246577
71,"['The first Large Blue butterflies at a Somerset nature reserve have begun emerging a month later than normal, the National Trust has said.']","['Last summer about 50,000 eggs were laid at Collard Hill but the cooler spring temperatures slowed down their metamorphosis. Ranger, Ian Clemmett, said despite the late start they hoped for another good year building on previous years. The caterpillars pupate in ants\' nests before they crawl out as butterflies. Caterpillar larva are released into the ground to feed on ants\' ant grubs, which are eaten by the caterpillar larvae. Mr Clemett added: ""With so many eggs laid despite the poor weather last year there\'s a strong chance of a bumper year but it will all come down to the unpredictable element of how the underground caterpillar food - ant grub - faired during the winter."" Eggs are laid onto wild thyme flowers and then drop to the ground once they hatch. As larvae drop to be eaten by ants, they trick ants into thinking they are lost ants grubs. After pupating, they are carried into ants\' nest where they munch up ant Grubs. They then crawl out for a flight season which normally lasts for about a month. The Large Blue was re-introduced to the Somerset site in the summer of 2000 and the first successful flight season was the following year. The reintroduction']",0.10526315789473684,0.02654867256637168,0.05263157894736842,0.05263157894736842,20.239459144122808
72,['Dig out your cork wedges and designer sunglasses because Love Island is heading back to our screens.'],"['Another group of toned and tanned singletons are turning to TV to help them out with their failed love lives. But Love Island is nothing without the villa, and it\'s been given a makeover for the 2018 season of the show. Changes have been made to the decor as well as some of the house rules. While the singleton will find inspirational messages scrawled on the walls of the vill villa - such as ""crack on"" and ""glam up"" - what they won\'t find indoors is an ashtray. Smoking on the 2018 show will be confined to one small area, a representative for the show confirmed, after there were more complaints in 2017 about contestants smoking than having sex. Here\'s where you\'ll be watching contestants doing both of the above all summer long. Follow Newsbeat on Instagram, Facebook and Twitter. Listen to Newsbeat live at 12:45 and 17:45 every weekday on BBC Radio 1 and 1Xtra - if you miss us you can listen back here.']",0.07526881720430109,0.021739130434782605,0.053763440860215055,0.053763440860215055,16.306875361182527
73,"['The creator of a ""Swindon Town"" dress worn to the Baftas by Daisy May Cooper screamed when she saw it on the red carpet.']","['The cult BBC Three sitcom This Country picked up best scripted comedy and best female comedy performance for its star. The red football shirt dress made its debut on the red carpet at the Bafta Television Awards on Sunday evening. Dress creator Fiona Hesford said: ""You always think the worst - but when I saw her I thought she\'s so pulled it off."" Worn by the star of the BBC Three mockumentary, the red polyester crepe dress not only featured Swindon on the front, but ""Mucklowe"" - Cooper\'s character Kerry\'s surname - on the back. Ms Hesford from Worthing, Sussex said she was asked to create the dress by Cooper\'s aunt. ""When she came to me and said: \'Do you think you can make a dress for the Baftsas? I was like: ""Oh no, no, I can\'t. That\'s way too big for me"","" she said. ""But when she told me the idea, I thought I\'ve got to do this."" Sporting a swindon Town FC badge taken from a bought club shirt and white sequins to add ""that extra bit of glamour"", Ms Hesf said it took several days to create. ""My friend took the']",0.1801801801801802,0.05454545454545455,0.10810810810810813,0.10810810810810813,24.08007969334607
74,"['The rules on visiting residents in care homes are to be relaxed, the Scottish government has announced.']","['Indoor visits will no longer be limited to 30 minutes, and can now last up to four hours. Visitors will be allowed to hold hands with residents as long as they stick to rules to stop the infection spreading. And up to six visitors from two households, including children, will be able to attend outdoor visits which can last upto one hour. Visitors will also be allowed the opportunity to bring residents gifts and their belongings. However, visiting will continue to be ""restricted to outdoor and essential visits only"" in the Glasgow, West and East Dunbartonshire, East Renfrewshire, Renfroshire, and North and South Lanarkshire council areas. The changes were announced by the health secretary, Jeane Freeman, during the government\'s coronavirus briefing. She said a staged approach was being taken to reintroduce visiting to care homes as safely as possible. The new guidance also allowed spiritual and faith representatives, hairdressers, pets and therapets to visit care homes again. These changes will be implemented once care homes are satisfied they can be delivered safely, the Scottish government said. Ms Freeman added that care homes must be Covid-free for 28 days and have been taking part in weekly testing for all staff to allow these visits']",0.12612612612612614,0.04545454545454545,0.09009009009009009,0.09009009009009009,22.19639150567416
75,"['New technology is to be used to block mobile phones that have been smuggled into prison, even if the authorities are unable to find the device.']","['The Scottish Prison Service (SPS) has been trialling techniques that can detect phones from their mobile signal. They are then able to block the phone, and seek a court order to completely remove the device from the network. This effectively makes the device useless, even if a different sim card is inserted into it, MSPs on the Scottish Parliament\'s justice committee have now approved the technology for use, after Justice Secretary Michael Matheson offered assurances that it was unlikely to interfere with mobile phones being used by people living close to prisons. Plan escapes Mobile phone use has become a major problem in prisons, with inmates using them to plan escapes or indiscipline, intimidate witnesses or to continue organising drug dealing or violence while they are behind bars. So far this year, 285 handsets and 116 sim cards have been recovered in Scottish prisons, and 76 prisoners have been charged with possession of a mobile phone. It was reported last month that prisoners at Saughton Prison in Edinburgh had posted nude photographs of themselves on social media. With mobile phones the size of matchboxes available, it is difficult to prevent devices and sim cards being smuggled in - and for prison officers to find those that are already in circulation. \'Serious risk\' The SPS has been Trialling ""']",0.18106995884773663,0.04979253112033195,0.09876543209876544,0.09876543209876544,25.029298370754894
76,['A man has died after being found with serious injuries at a house in Birmingham.'],"['Police said they were called to an injured man at a house in Hunters Road, Lozells in the early hours of Sunday. He died later in hospital. Two men, both aged 43, have been arrested, one on suspicion of assault and the other on suspicion for wounding. Police have launched a murder probe and are appealing for witnesses.']",0.19178082191780824,0.08450704225352114,0.136986301369863,0.136986301369863,26.236303569870685
77,"[""HSBC's share price has fallen to its lowest level since 1995 amid allegations of money laundering.""]","[""In 2013 and 2014 the bank allowed fraudsters to transfer millions of dollars around the world even after it had learned of their scam, leaked secret files show. HSBC says it has always met its legal duties on reporting such activity. On Monday in Hong Kong, the shares fell more than 5.3% to close at HK$29.30. In London they fell by a similar amount. Leaked documents from the US Financial Crimes Enforcement Network (FinCEN), involving about $2tn of transactions have revealed how some of the world's biggest banks have allowed criminals to move dirty money around the globe. Shares in rival banks named in the papers have also been hit. At lunchtime, Standard Chartered and Barclays were down by 5% and 6% respectively, while Germany's Deutsche Bank was down 8%. The share price falls came against a backdrop of broader negative sentiment on share markets. UK shares were down sharply amid fears of further Covid-related restrictions. HSBC had been under pressure on multiple fronts before the files were leaked and its shares have taken a particularly hard battering this year, falling by some 50%. It has been at the sharp end of political pressures in Hong Hong, and from the pandemic fallout. Although HSBC is headquartered in London, more""]",0.08620689655172414,0.008695652173913044,0.05172413793103448,0.05172413793103448,15.038801182612255
78,"['From gender-neutral bots to period-friendly healthcare trackers, cars with more storage and clothes with bigger pockets - the world could be a very different place if there were more women working in tech.']","['By Zoe KleinmanTechnology reporter, BBC News We asked a group of women who are working in the fields of science, technology, engineering and maths (Stem) how the world might be compared to now, if more women were present in these male-dominated industries. Now in its eighth year, the annual celebration of women working in Stem is named after the woman regarded as the world\'s first computer programmer - Ada Lovelace - because of her work with inventor Charles Babbage on his idea for an ""analytical engine"" in the 1800s. Kriti Sharma, director, Bots and AI, Sage ""If there were more people working in bots & Artificial Intelligence (AI), women wouldn\'t be an afterthought when building new technology. ""Early voice recognition software didn\'t always recognise female voices, because none of the developers had been female and no-one thought to test out the technology on women (Car safety failed to take into account female anatomy - female-sized crash test dummies were only enforced in the US in 2011). ""Artificial Intelligence learns like babies do: it picks up data and knowledge from the world around it. So if that world is all male, it\'s going to have a very limited sphere of knowledge indeed. ""']",0.15126050420168066,0.06779661016949153,0.08403361344537814,0.08403361344537814,24.754096007257242
79,"['People who tried to escape from East Germany during the Cold War could be shot, jailed and tortured. But the government was so short of money that some ended up being secretly sold - to West Germany, the country most of them had been trying to reach in the first place.']","['By Gavin Haines London ""I found myself at a police station on my own. The counter seemed so high because I was only a little girl and I remember the policeman asking: \'Why are you not crying?\' I think about his words now and ask myself: \'Yeah, why wasn\'t I crying? I suppose I was in shock."" Daniela Walther recalls the night she was caught trying to flee East Berlin. It was 13 August 1961. She was five years old. Two days earlier her father, Karl-Heinz Prietz who was a reporter at a teaching magazine, had come home with a tip-off that the authorities in the German Democratic Republic (GDR) were going to close the border between communist East Berlin and capitalist West Berlin. ""He knew it was going to build a wall,"" says Walther, referring to the Berlin Wall, which fell 25 years ago, on 9 November 1989. Knowing it would be all but impossible to move to West Berlin after the barrier was erected, Walther\'s father convinced her mother to flee right away. ""She was reluctant to give up her teaching job - teaching was her raison d\'etre - but she agreed. ""My father told us where to go, where we']",0.15625,0.023622047244094488,0.078125,0.078125,24.3140282138071
80,"['Fifteen rising music artists have been named on the longlist for the BBC Sound of 2014 , which showcases some of the brightest new acts for the year ahead.']","[""The list was compiled using tips from 170 tastemakers, who each named their favourite three emerging artists. Californian trio Haim came out on top last year, with Adele, Ellie Goulding and Jessie J also among past winners. This year's crop includes singers Sam Smith and Ella Eyre, who have both already featured on number one singles. Smith, 21, from Cambridgeshire, lent his bittersweet soul voice to Naughty Boy's La La La, which topped the charts in June, as well as Disclosure's track Latch. Brit School graduate Eyre is a guest vocalist on Rudimental's hit Waiting All Night in April and has sung with Tinie Tempah and Bastille. While those two already have a foothold on fame, the Sound of 2014 list also includes artists like Jungle, a mysterious West London electro-funk duo who have created an online buzz but have not yet revealed their identities. The longlist will be narrowed down to a top five in the week of 6 January, with the winner to be named on 10 January. The list is made up of seven solo male artists, five solo females and three duos. Bands are out of fashion. One of the duos, Brighton's riff-""]",0.12987012987012989,0.043668122270742356,0.09523809523809525,0.09523809523809525,21.638063481361936
81,"[""The US has said its decision to refuse an extradition request for Harry Dunn's alleged killer was final.""]","['It comes after an Interpol Red Notice was issued for US national Anne Sacoolas who is now ""wanted internationally"". A US official said she had diplomatic immunity, but Downing Street branded the refusal ""a denial of justice"". Mr Dunn, 19, died after a crash in Northamptonshire, with Mrs Sacoolars accused of death by dangerous driving. The shadow foreign secretary has accused the Foreign Office of ""clear and repeated failings"". Mrs Sacoolsas, the wife of a US intelligence official based at RAF Croughton, claimed diplomatic immunity following the crash and was able to return to her home country, sparking an international outcry. The Interpol red notice means she can be arrested if she leaves the US. Mr Dunn\'s mother Charlotte Charles was notified by Northampertonshire Police about the Interpol notice. She said it was ""a huge step in the right direction"". Motorcyclist Mr Dunn died in a crash with a car near US military base RAF Coughton on 27 August. A Home Office extradition request was refused by US secretary of state Mike Pompeo in January. On Tuesday, the state department\'s spokeswoman said that decision was final. It said that granting the extradition request for Mrs Sacolas would have rendered the invocation']",0.12612612612612611,0.04545454545454545,0.08108108108108109,0.08108108108108109,19.478913097125623
82,['Chief Colombian government peace negotiator Humberto de la Calle has said the leftist Farc rebel group will be held to account for all the acts of violence it has committed.'],"['His comments come as peace negotiations resume in Cuba aimed at ending more than five decades of conflict. Mr de la Calle reaffirmed that the army would continue fighting until the end. More than 220,000 people are estimated to have been killed in the conflict, most of them civilians. ""I must remind you that the government has decided not to agree a ceasefire until, of course, the conflict comes to an end. ""If we sign a final peace accord, then the Farc will be able to get into politics. But in a democracy and without weapons, only after they demobilise."" The current round of negotiations is intended to focus on the FARC\'s transition into formal politics, but a Farc negotiator in Havana confused journalists by reading a statement making reference to land reform, an issue on which there was agreement in May. ""There would be no point in discussing land reform in Havana if the government continues to reduce what has been agreed to empty words which vanish in the wind,"" said Andres Paris. \'Worse than war\' The talks were launched last November in the Cuban capital, 10 years after the failure of previous face-to-face negotiations. At the time, the Colombian government was accused of being naive by agreeing to a ceasefire and']",0.13765182186234817,0.03265306122448979,0.10526315789473684,0.10526315789473684,23.99275242323346
83,"['Hurricane Florence, which is nearing the US East Coast, could kill ""a lot of people"", officials warn.']","['The Federal Emergency Management Agency (Fema) says storm surges could bring catastrophic flooding to inland areas. Nearly 1.7m people along the coastlines of North Carolina, South Carolina and Virginia have been ordered to evacuate. Strong winds and heavy rains have already begun lashing North Carolina\'s coastline, leading to some early flooding. Some 11,000 power outages had already been reported in the state. Reuters news agency reports. Florence was 155 miles (250km) east of Myrtle Beach in South Carolina at 17:00 EDT (21:00 GMT), and is projected to make landfall on Friday at 08:00 local time. It was downgraded to a category two storm with 105mph (165km/h) winds, and the US National Hurricane Center (NHC) said it does not expect much change in the strength before the eye of Florence makes landfall. Why isn\'t the downgraded storm less of a threat? Fema administrator Brock Long told Thursday morning\'s news conference that while Florence\'s wind speed had dipped, its wind field had expanded and total rainfall predictions were unchanged. Floodwaters may rise up to 13ft (4m) as rivers see their flows ""reversed"", meteorologists have warned. ""So this is a very dangerous']",0.0925925925925926,0.009345794392523364,0.0462962962962963,0.0462962962962963,15.161941934696443
84,"['In our series of letters from African journalist, Yousra Elbagir looks at how Sudanese youth are using social media to express their African identity.']","['Sudan\'s President Omar al-Bashir has announced a strategic partnership with the Gulf Cooperation Council (GCC), a regional political organisation that brings together seven Arab states. The move comes after a series of bilateral talks and a stream of multi-million dollar investments from Saudi Arabia and the United Arab Emirates. While the East African nation\'s government leans ever closer to the Arab world - Sudan joined the Arab League two weeks after its independence in 1956 - millennials are taking to social media to celebrate their African heritage. Skin bleaching South Sudan\'s secession in 2011 came after more than 30 years of civil war and a dichotomy of a mainly Arab, Muslim north and a mainly African, Christian south. The split further polarised those who remained in Sudan, especially those from the Nuba and Darfuri ethnic groups, who are marginalised in the government and in state-backed initiatives to promote a national identity. President Bashir\'s focus is on ""Arabisation"" and establishing Arab supremacy. This is smothering the hundreds of diverse ethnic groups in Sudan\'s civil war, and the country\'s rich East African heritage, Yousra Elbagir: Many southern Sudanese in Khartoum bleach their skins to emulate the northerners they now live']",0.13100436681222707,0.04405286343612335,0.09606986899563319,0.09606986899563319,24.892394826754987
85,"['On a tiny stretch of the fast-flowing Valsan river in Romania lives one of the rarest fish in Europe, and quite possibly the world.']","['By Stephen McGrath Curtea de Arges, Romania The 65-million-year-old Asprete was first discovered by a biology student in 1956, and for decades it has teetered on the brink of extinction. ""After many years trying to save [it], people were telling us that the species was extinct,"" Nicolae Craciun, a 59-year -old biologist, told the BBC. ""But we were sure they still existed."" The Aspretes, a small nocturnal fish that hides under rocks, has an uncertain future and faces myriad threats. Official estimates number the population at around 10-15 specimens, which are thought to exist on a 1km (0.6 mile) stretch of the shallow, rocky Valsan. This compares with around 200 specimens in the early 2000s. But a small team of scientists and conservationists are campaigning to save the endemic fish species, also known as Romanichthys valsanicola. And they have been encouraged by a recent discovery in the river. \'One of the biggest rewards\' One day in late October, Andrei Togor, a 31-year (or so-called fish biologist, was monitoring angling fish species in a small section of']",0.15311004784688995,0.048309178743961345,0.11483253588516747,0.11483253588516747,18.639518671123536
86,['Three families are due in court on Tuesday to challenge the decision to exclude non-religious beliefs from the new religious studies GCSE syllabus.'],"['By Judith BurnsEducation reporter From next year, the new GCSE will require pupils in England to study two religions but not humanism. The parents fear excluding humanism may lead children to believe religion ""has a monopoly on truth and on morality"". In February, former Archbishop of Canterbury the Right Reverend Lord Williams urged a government rethink. He was among 28 religious leaders to sign a letter urging the government to allow students ""the option of systematic study of humanism in GCSE"". \'Lack of parity\' The three claimants asking for judicial review of the government\'s decision are all parents of children due to take GCSEs in the next few years. ""I completely recognise the importance of children learning about the different religions, especially in our increasingly diverse society,"" said Kate Bielby, from Somerset, whose daughter Daisy is 12. ""What I object to is the lack of parity between religious beliefs and non-religious worldviews. ""The school curriculum, which in the eyes of children may well lead to the belief that religion, in whatever form, has a monopoly of truth and of morality. ""This is not accurate, it reflects neither the views of the population nor the traditions of the country, and we shouldn\'t be encouraging our children to learn it."" The']",0.14406779661016947,0.02564102564102564,0.07627118644067797,0.07627118644067797,21.440482016709225
