model_id,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
bart_base,56,"['Girls start to see themselves as less innately talented than boys do when they are only six years old, a group of US researchers has said.']","['By James GallagherHealth and science reporter, BBC News website They said the ""disheartening"" results suggested the problem could snowball to affect future careers. The study on 400 children, in the journal Science, initially found both five-year-old boys and girls thought their own gender was ""brilliant"". But then only one year later, gender differences had emerged. Girl Power: How can books empower young girls? The team from Princeton University, New York University and the University of Illinois said it appeared stereotypes were starting to show. Suspected influences include exposure to media, teachers, parents and other children. The researchers put sets of five, six and seven-year -olds through different experiments. In one, the children were read a story about someone who is ""really, really smart"" but it is not clear who the story is about. They then had to guess the protagonist from four pictures - two of men and two of women. At age five, boys pick men and girls pick women around 75% of the time. But fast-forward a year to age six and boys are still picking men while girls are now slightly more likely to pick men too. In another scenario, groups of children played a new board game. But for some it was branded']",0.101694915,0,0.050847458,0.050847458,17.78329451
bart_finetune,56,"['Girls start to see themselves as less innately talented than boys do when they are only six years old, a group of US researchers has said.']","['A new study has found that girls and boys are more likely than boys to be ""really, really smart"" when it comes to choosing their own gender.']",0.301886792,0.039215686,0.150943396,0.150943396,26.25273975
bert,56,"['Girls start to see themselves as less innately talented than boys do when they are only six years old, a group of US researchers has said.']","['Prof Andrei Cimpian, one of the researchers, told the BBC News website: ""The message that comes out of these data is that young kids are exposed to the cultural notion that genius is more likely a male than a female quality. "" Follow James on Twitter.']",0.169014085,0,0.084507042,0.084507042,27.93296884
baseline,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['Energy secretary Greg Clark told MPs on Monday that public money could also be invested into Wylfa Newydd. The proposal has been on the horizon for a number of years, but ministers say the latest development is a major step forward. It is hoped work on the new plant could begin by 2020.']",0.191780822,0,0.136986301,0.136986301,21.35327198
t5base,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['the original Wylfa plant on Anglesey closed in 2015 after more than 40 years of service . it is hoped its £12bn replacement would have a 60-year operational life . developers say the plant would create up to 8,500 jobs during the construction phase .']",0.15625,0.032258065,0.09375,0.09375,27.25758245
t5_finetune,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['Energy secretary Greg Clark has said he would invest in a new nuclear plant in Wales . the project is a ""biggest infrastructure project in Wales for a generation""']",0.25,0.086956522,0.166666667,0.166666667,28.01168217
bart_base,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['Energy secretary Greg Clark told MPs on Monday that public money could also be invested into Wylfa Newydd. The proposal has been on the horizon for a number of years, but ministers say the latest development is a major step forward. It is hoped work on the new plant could begin by 2020. A £12bn nuclear power plant on Anglesey closed in 2015 after more than 40 years of service. It would have a 60-year operational life and would be run by Horizon Nuclear power - a subsidiary of Japanese giant Hitachi. Developers say the plant would create up to 8,500 jobs during the construction phase. The proposals feature a plant with a capacity of generating 2,700 megawatts of electricity, enough power for about five million homes. Mr Clark told the House of Commons that any direct investment in the project would be made alongside the Japanese government and Horizon. He said: ""This is an important next step for the project, although no decision has been taken yet to proceed with the project."" Ministers say the negotiations will be subject to full government, regulatory and other approvals, including but not limited to value for money, due diligence and state aid requirements. ""It remains the government\'s objective in the longer term that new nuclear projects - like other']",0.117154812,0.033755274,0.075313808,0.075313808,22.02333574
bart_finetune,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],['The UK government has announced plans to invest £12bn in a new nuclear power plant in Wales.'],0.432432432,0.285714286,0.432432432,0.432432432,37.60751606
bert,57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['The Nuclear Industry Association\'s chief executive heralded the announcement as ""good news"" for the UK meeting its decarbonisation targets. With the prospect of taxpayers taking a stake to the tune of billions of pounds, the UK government\'s shown that it\'s willing share a large part of that burden in the interests of energy security.']",0.207792208,0.053333333,0.12987013,0.12987013,32.46292854
baseline,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],"['The event was cancelled in September 2010 after potentially toxic algae was discovered in the water by the Environment Agency. In an effort to avoid a repeat, the 2011 event has been scheduled for earlier in the year. Organisers are expecting about 10,000 swimmers to participate in the three-day event.']",0.202898551,0.029850746,0.086956522,0.086956522,29.30631461
t5base,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],['the event was cancelled in September 2010 after potentially toxic algae was discovered in the water by the Environment Agency . the 2011 event has been scheduled for earlier in the year . a number of open water swimming distances have been introduced .'],0.137931034,0.035714286,0.068965517,0.068965517,22.0250541
t5_finetune,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],['The event was cancelled after potentially toxic algae was discovered in the water by the Environment Agency.'],0.058823529,0,0.058823529,0.058823529,15.62936858
bart_base,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],"[""The event was cancelled in September 2010 after potentially toxic algae was discovered in the water by the Environment Agency. In an effort to avoid a repeat, the 2011 event has been scheduled for earlier in the year. Organisers are expecting about 10,000 swimmers to participate in the three-day event. This year a number of open water swimming distances have been introduced, including 0.5 mile (0.8 km), 1 mile (1.6km) and 2 mile (3.2 km). Wet suits are compulsory for the swimmers. The water temperature is expected to be about 16C. A number of elite swimmers will also be taking part, including two of Britain's top swimmers, Dave Carry and Tom Allen. The elite women's race brings together Cassie Patten, from England, and Isabelle Haerle, from Germany. Patten was a bronze medallist in the 10k open water event at the Beijing Olympics. The first swimmers take to the water later on Friday.""]",0.11299435,0.034285714,0.06779661,0.06779661,19.33641186
bart_finetune,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],"['The World Championships in open water swimming has been rescheduled for the second year in a row, organisers have said.']",0.108108108,0.057142857,0.108108108,0.108108108,23.14800328
bert,58,['Thousands of swimmers are expected to head to Windermere this weekend for the 2011 Great North Swim.'],"[""The water temperature is expected to be about 16C. A number of elite swimmers will also be taking part, including two of Britain's top swimmers, Dave Carry and Tom Allen. The first swimmers take to the water later on Friday.""]",0.206896552,0.035714286,0.137931034,0.137931034,26.70039424
baseline,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['The Advertising Standards Authority (ASA) said the WeetaKid app prompts such as ""What?! No Weetabix?!"" were persuasive and negative. The Northamptonshire-based firm said it took ""great care"" to ensure that its marketing complied with regulations. There had been a complaint that the app could make children feel ""unpopular"".']",0.257142857,0.029411765,0.171428571,0.171428571,29.91586381
t5base,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['weetabix app prompts such as ""What?! No Weetabiix?!"" are persuasive . ASA rules the app must be taken down from the weetakid website . firm says it takes ""great care"" to ensure its marketing complies with regulations .']",0.178571429,0,0.107142857,0.107142857,24.14804764
t5_finetune,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']",['Weetabix has ruled that the app must be taken down from its website and must not appear in its current form again.'],0.23255814,0,0.139534884,0.139534884,23.59305419
bart_base,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['The Advertising Standards Authority (ASA) said the WeetaKid app prompts such as ""What?! No Weetabix?!"" were persuasive and negative. The Northamptonshire-based firm said it took ""great care"" to ensure that its marketing complied with regulations. There had been a complaint that the app could make children feel ""unpopular"". Professor Agnes Nairn, from the Family and Parenting Institute, said the app ""exploited the credulity, loyalty, vulnerability or lack of experience of children by making them feel inferior or unpopular for not buying a product"". ASA ruled that the game, which included two games featuring the Weetobix character, must be taken down from the WeETabix website and must not appear in its current form again. It added that it must ensure that any marketing aimed at children should not exploit them. Weetbix acknowledged the game\'s messages and actions might have an impact on children\'s food preferences, but said that in itself did not breach advertising regulations. In a statement, the company said: ""All of our cereals are recognised by the Food Standards Agency as not high in salt, fat or sugar and are therefore deemed to be acceptable for marketing to children. ""We']",0.139534884,0.037558685,0.093023256,0.093023256,20.58195604
bart_finetune,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['Weetabix has been fined £1.5m by the UK government after it was found that its cereals were ""unpopular"" with children.']",0.19047619,0,0.095238095,0.095238095,29.39487287
bert,59,"['Weetabix must remove a children\'s game app over concerns it could make youngsters feel ""inferior"" for not eating the cereal.']","['were persuasive and negative. ASA ruled that the app, which included two games featuring the WeetaKid character, must be taken down from the Weetabix website and must not appear in its current form again.']",0.181818182,0,0.109090909,0.109090909,29.28566334
baseline,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']","['The officer was pursuing a stolen bike in Coventry when he was knocked over in Stoney Stanton Road on Wednesday. The officer was taken to hospital but discharged with ""bumps, bruises and a bit of shock"". West Midlands Police Road Harm Reduction Team tweeted it was ""not what any of us come into work for"".']",0.230769231,0.026315789,0.128205128,0.128205128,32.29725997
t5base,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']","['officer knocked off his bike while pursuing a stolen bike in coventry . he was taken to hospital but discharged with ""bumps, bruises and a bit of shock"" force contact branded it ""absolutely disgusting behaviour""']",0.280701754,0.109090909,0.210526316,0.210526316,38.98955736
t5_finetune,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']",['The officer was pursuing a stolen bike when he was knocked over in Coventry on Wednesday.'],0.256410256,0.054054054,0.205128205,0.205128205,23.75230887
bart_base,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']","['The officer was pursuing a stolen bike in Coventry when he was knocked over in Stoney Stanton Road on Wednesday. The officer was taken to hospital but discharged with ""bumps, bruises and a bit of shock"". West Midlands Police Road Harm Reduction Team tweeted it was ""not what any of us come into work for"". ""Very disappointed to report that when one of our team was knocked off his bike while pursuing aolen bike the first thing people thought to do was to record the incident on their mobile phones rather than help the rider,"" the team posted on Twitter. The Tweet had been shared nearly 100 times and received support from a number of users, including other branches of the West Midlands force. The Force Contact team branded it ""absolutely disgusting behaviour"", adding: ""For those filming our injured colleague, the difference between us and you is if you ever need our help in future, we still respond.""']",0.143646409,0.055865922,0.099447514,0.099447514,28.28723869
bart_finetune,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']",['A West Midlands police officer has been injured after he was knocked off his bike by a rider.'],0.390243902,0.205128205,0.390243902,0.390243902,32.58175665
bert,60,"['Police have criticised the ""disgusting"" actions of bystanders who filmed an officer who was knocked off his bike instead of helping the rider.']","['The officer was taken to hospital but discharged with ""bumps, bruises and a bit of shock"". The Force Contact team branded it ""absolutely disgusting behaviour"", adding: ""For those filming our injured colleague, the difference between us and you is if you ever need our help in future, we still respond.""']",0.164383562,0,0.136986301,0.136986301,30.3551831
baseline,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],"['Welsh ministers are awaiting a report into criteria deciding who is eligible for operations which could mean surgery is available for the less obese. The review is also considering the cost to the NHS of changing guidelines. One surgeon said Wales should eventually lower the threshold at which people qualify for NHS-funded surgery, as recommended by a health watchdog.']",0.253164557,0.025974026,0.151898734,0.151898734,28.58809667
t5base,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],['a review into criteria deciding who is eligible for surgery is awaiting . the review is also considering the cost to the NHS of changing guidelines . in Wales the threshold is set for patients with a BMI of 50 .'],0.280701754,0.109090909,0.280701754,0.280701754,28.94078129
t5_finetune,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],"['Wales has a new set of criteria for allowing patients to come off other medications, such as gastric sleeves and bypasses.']",0.2,0,0.1,0.1,21.59170413
bart_base,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],"['Welsh ministers are awaiting a report into criteria deciding who is eligible for operations which could mean surgery is available for the less obese. The review is also considering the cost to the NHS of changing guidelines. One surgeon said Wales should eventually lower the threshold at which people qualify for NHS-funded surgery, as recommended by a health watchdog. In Wales the threshold is set for patients with a BMI, or body mass index, of 50. Patients must also have either severe and uncontrolled high blood pressure, sleep apnoea or diabetes. The National Institute for Health and Clinical Excellence (Nice) says the NHS in Wales and England and Wales should offer so-called bariatric surgery, such as gastric sleeves and bypasses, to people with a mass index of 40. It also recommends surgery for people without a BMI of 35 if they have other health problems, suchas diabetes or high bloodpressure. An independent committee that plans specialist treatments for the NHS and Wales is reviewing the policy. The Welsh Health Specialised Services Committee is expected to deliver its findings to Health Minister Lesley Griffiths by the end of the month. Calculate your BMI Clinical assessments of who is suitable for surgery are made by a multi-disciplinary panel based at Morriston Hospital in Swansea. Jonathan']",0.10212766,0.017167382,0.076595745,0.076595745,15.72983442
bart_finetune,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],['A specialist surgeon has said the NHS in Wales should consider whether to offer surgery for people with a BMI of 40.'],0.390243902,0.051282051,0.195121951,0.195121951,31.48037816
bert,61,['A review is examining if weight loss surgery should be offered to greater numbers of obese people in Wales.'],"['One surgeon said Wales should eventually lower the threshold at which people qualify for NHS-funded surgery, as recommended by a health watchdog. Patients must also have either severe and uncontrolled high blood pressure, sleep apnoea or diabetes.']",0.175438596,0,0.070175439,0.070175439,27.29014719
baseline,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],"['The 30-year-old heptathlete gets the award for her services to athletics. Dame Jessica, who won gold at London 2012 Olympics and silver four years later in Rio, announced her retirement from the sport in October. Paralympic gold medallists Grace Clough and Will Bayley have both been honoured with MBEs.']",0.179104478,0,0.089552239,0.089552239,24.34622299
t5base,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],['heptathlete Dame Jessica retires from athletics after four years in the sport . she will be awarded her third world championship after doping scandal . paralympic gold medallists Grace Clough and Will Bayley to receive MBEs .'],0.16,0.041666667,0.12,0.12,28.86658444
t5_finetune,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],['Grace Clough and Will Bayley will be awarded a CBE for services to local government.'],0.064516129,0,0.064516129,0.064516129,15.66523693
bart_base,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],"['The 30-year-old heptathlete gets the award for her services to athletics. Dame Jessica, who won gold at London 2012 Olympics and silver four years later in Rio, announced her retirement from the sport in October. Paralympic gold medallists Grace Clough and Will Bayley have both been honoured with MBEs. Mayor of Doncaster Roselyn Jones is to receive the accolade for services to local government and the community of Barnsley, where she was born and raised. She will be awarded her third World Championship after Tatyana Chernova was stripped of the 2011 title for doping. Clough is being honoured for rowing, and Bayley for table tennis. Both picked up a medal at the games in Rio. Former Barnersley FC goalkeeper and coach Norman Rimmington, who died this month, is to be posthumously awarded the British Empire Medal forservices to football and the Community of Barnham. Mrs Jones, who became mayor in 2013, is due to receive a CBE. She is also to be given the award in a ceremony at Doncaster Town Hall.']",0.073684211,0,0.052631579,0.052631579,14.52824881
bart_finetune,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],['A British woman has been honoured with an MBE for services to sport.'],0.206896552,0.074074074,0.137931034,0.137931034,19.42764563
bert,62,['Olympic champion Jessica Ennis-Hill has been made a dame in the New Year Honours list.'],"['Dame Jessica, who won gold at London 2012 Olympics and silver four years later in Rio, announced her retirement from the sport in October. Former Barnsley FC goalkeeper and coach Norman Rimmington, who died this month, is to be posthumously awarded the British Empire Medal for services to football and the community of Barnsley.']",0.114285714,0,0.085714286,0.085714286,22.21750567
baseline,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]",['The protest on 9 February was over the 2013 hanging of Kashmiri man Mohammed Afzal Guru and allegedly saw the chanting of anti-India slogans. Police arrested JNU student union head Kanhaiya Kumar on sedition charges but also named five other organisers. The arrest led to protests and clashes in Delhi and universities across India.'],0.184210526,0,0.078947368,0.078947368,35.56457519
t5base,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","['five students named as organisers of protest over 2013 hanging of afzal Guru . protests and clashes in Delhi and universities across india . government ministers have refused to back down and vowed to punish ""anti-national elements""']",0.210526316,0,0.210526316,0.210526316,34.05678775
t5_finetune,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","[""The students were arrested after a protest over the 2013 death of Kashmiri man Mohammed Afzal Guru . he was executed over a 2001 plot to attack India's parliament .""]",0.24,0.041666667,0.2,0.2,25.53042539
bart_base,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","['The protest on 9 February was over the 2013 hanging of Kashmiri man Mohammed Afzal Guru and allegedly saw the chanting of anti-India slogans. Police arrested JNU student union head Kanhaiya Kumar on sedition charges but also named five other organisers. The arrest led to protests and clashes in Delhi and universities across India. Government ministers have refused to back down and vowed to punish what they describe as ""anti-national elements"", but critics condemned the charges as an assault on freedom of expression. The five students - named as Umar Khalid, Anirban Bhattacharya, Ashutosh Kumar, Anant Prakash Narayan, Riyazul Haq and Rama Naga - went missing after they were named by police. They returned to campus late on Sunday night and addressed other students holding a vigil, reports said. A section of the media had accused umar Khalid of having links with the Pakistan-based Islamist militant group Jaish-e-Mohammad, although the government later denied the reports. ""...I\'m not a terrorist. I have never projected myself as a Muslim while doing politics on campus. I always tried to see exploitation of Muslims along with the exploitation faced by Dalits, tribals and others,"" Mr Khalid']",0.101382488,0,0.055299539,0.055299539,21.48334693
bart_finetune,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","[""A group of students who were arrested in the Indian capital of Delhi have returned to campus after a protest against the government's crackdown on anti-India protests.""]",0.36,0.041666667,0.24,0.24,32.33033398
bert,63,"[""Five Indian students facing charges of sedition after organising a protest at Delhi's prestigious Jawaharlal Nehru University (JNU), have resurfaced.""]","['Government ministers have refused to back down and vowed to punish what they describe as ""anti-national elements"", but critics condemned the charges as an assault on freedom of expression. After news of the students return, police turned up at the JNU campus, Press Trust of India said, but reports say they need permission from university authorities to enter and arrest the students.']",0.19047619,0,0.119047619,0.119047619,28.14667255
baseline,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","[""Those that buy euros at the airport can expect to receive around 98 euro cents for their pound. Better rates can be found by buying in advance, with the Post Office offering €1.0819. But that's still a long way from the summer of 2015, when tourists were getting at least €1.32 for their pound.""]",0.136986301,0,0.082191781,0.082191781,24.47479226
t5base,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']",['the pound fell against the dollar in 2016 after the UK voted to leave the eu . pound rates are based on trading levels on the international currency markets . currency experts say holidaymakers should put the same effort into organising holiday money .'],0.105263158,0.036363636,0.105263158,0.105263158,29.68003176
t5_finetune,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","[""The UK's pound price has fallen in recent months, according to a report by the Post Office.""]",0.176470588,0.0625,0.117647059,0.117647059,24.48035965
bart_base,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","['Those that buy euros at the airport can expect to receive around 98 euro cents for their pound. Better rates can be found by buying in advance, with the Post Office offering €1.0819. But that\'s still a long way from the summer of 2015, when tourists were getting at least €1 to $1.32 for their Pound. The big fall came in 2016 after the UK voted to leave the European Union. Tourist rates are based on trading levels on the international currency markets. On those markets the pound earlier hit $1,2382, the lowest level against the dollar in 27 months. That fall was attributed to rising fears that the UK will leave the Europe Union without a withdrawal agreement. The pound also fell against the euro, hitting €1,1062, its lowest level for the year. ""It will be a big shock for tourists to Europe if they are expecting to get good value this year,"" said James Hickman, the chief commercial officer of travel money firm FairFX. He does not expect any recovery in the pound until the Brexit situation is resolved. ""All pointers are that we\'re in for a rocky road,"" he says. ""If people are waiting to buy at a better rate I don\'t think that\'s going']",0.086206897,0,0.051724138,0.051724138,16.79375204
bart_finetune,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","[""The British pound has fallen by more than 10% in the past year, according to the UK's Post Office.""]",0.111111111,0.058823529,0.111111111,0.111111111,24.00939525
bert,64,"['Tourists could face a ""shock"" this summer when they travel abroad according to foreign currency experts.']","['He points out that some in the financial markets think it could hit parity against the dollar, meaning tourists would receive just $1 for each pound they exchange. Compared to last summer, the pound is up around 14% against the lira.']",0.175438596,0,0.105263158,0.105263158,26.65836109
baseline,65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]","['Two men, who stole jewellery including Jessica\'s engagement ring, may have pumped gas through the air conditioning before Monday\'s break-in, he said. The spokesman said they were unharmed but ""unsurprisingly shaken"". But medical experts said they were sceptical that burglars had used gas in the raid on the villa in Saint Tropez.']",0.225,0.025641026,0.125,0.125,31.43574551
t5base,65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]","['two men pumped gas through air conditioning before break-in, spokesman says . medical experts say they are sceptical that burglars had used gas in the raid . the sun newspaper reported that valuables worth £300,000 were stolen .']",0.193548387,0.033333333,0.129032258,0.129032258,29.95285896
t5_finetune,65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]",['A french police officer has been charged with gassing and stealing a number of jewellery from a burglary in St Tropez.'],0.217391304,0.090909091,0.217391304,0.217391304,22.52431952
bart_base,65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]","['Two men, who stole jewellery including Jessica\'s engagement ring, may have pumped gas through the air conditioning before Monday\'s break-in, he said. The couple, who married in December, were staying with friends in a rented villa in Draguignan, France, at the time of the burglary. Button\'s spokesman said they were unharmed but ""unsurprisingly shaken"". But medical experts said they was sceptical that burglars had used gas in the raid on the villa In Saint Tropez. The Sun newspaper reported that valuables worth £300,000 were stolen. An investigation by the French police has been launched into the matter. It is understood that Jessica and her husband, who are both from France, had been sleeping in the house when the burglars broke in on Monday night. Jessica and Jessica Button, from St Tropez, France The police have indicated that this has become a growing problem in the region with perpetrators going so far as to gas their proposed victims through gas. They have also indicated that they have used gas gas to knock out the victims. ""They have also suggested that they may have been gas-pumped,"" the police said in a statement. ""It is possible that they had pumped gas into the air']",0.129310345,0.034782609,0.068965517,0.068965517,21.55068294
bart_finetune,65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]","['A French police spokesman has said the driver of a car stolen by burglars in the French holiday resort of St Tropez has been ""unsurprisingly shaken"" by the incident.']",0.222222222,0,0.111111111,0.111111111,28.50780753
bert,65,"[""Anaesthetic gas may have been used against Jenson Button and his wife Jessica during a burglary in France, the Formula 1 driver's spokesman says.""]","['An operations director for SRX, a home security firm based near Mr Button\'s home, said the possibility of burglars using gas did not surprise him ""at all"" and he had received requests to install measures to prevent such attacks. Do French burglars really use gas?']",0.169014085,0,0.056338028,0.056338028,26.07614205
baseline,66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]",['It is the second such claim to be rejected in court this week. The plaintiffs accused the airline of favouring slim and attractive cabin crew. Aeroflot said its rules were designed to ensure passenger safety.'],0.185185185,0,0.111111111,0.111111111,30.25004934
t5base,66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]","['plaintiffs accuse aeroflot of favouring slim and attractive cabin crew . Aeroflot says it does not discriminate based on age, sex, weight, appearance or political convictions . airline calls allegations ""without foundation""']",0.081632653,0,0.040816327,0.040816327,32.60909752
t5_finetune,66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]",['Aeroflot says its rules are designed to ensure passenger safety.'],0.068965517,0,0.068965517,0.068965517,15.97397385
bart_base,66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]","['It is the second such claim to be rejected in court this week. The plaintiffs accused the airline of favouring slim and attractive cabin crew. Aeroflot said its rules were designed to ensure passenger safety. A spokeswoman for the airline said it ""does not discriminate based on age, sex, weight, appearance, religious or political convictions"". In a statement to the BBC the airline called the allegations ""without foundation"". Its application form for would-be flight attendants requires details of height, weight and clothing size. In court, an Aeroflan official admitted that the airline regards heavily-built flight attendants as less suited to emergencies, when quick action is required. A spokesman for the company declined to comment on the case. The airline sets 48 as the maximum clothing size for its stewardesses (L; 16 in UK; 42 in Germany; 14 in US), Russia\'s Kommersant news website reports. Yevgenia Magurina, whose complaint was rejected on Friday, is size 52. Before the court ruling, she told the BBC\'s Outside Source radio programme that Aerofoflot had transferred her to night flights inside Russia last summer. She was taken off international routes. ""In October my salary dropped significantly, apparently because I did not qualify for']",0.090497738,0,0.045248869,0.045248869,22.11510903
bart_finetune,66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]",['Russian airline Aeroflot has rejected a lawsuit by two women who say it discriminates against them because of their weight.'],0.307692308,0.108108108,0.205128205,0.205128205,43.28734543
bert,66,"[""A Moscow court has rejected a female flight attendant's sex discrimination claim against the Russian national carrier Aeroflot.""]","[""In court, an Aeroflot official admitted that the airline regards heavily-built flight attendants as less suited to emergencies, when quick action is required. Before the court ruling, she told the BBC's Outside Source radio programme that Aeroflot had transferred her to night flights inside Russia last summer.""]",0.147058824,0,0.117647059,0.117647059,32.94248853
baseline,67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"['Rhiannon Bennett, 17, was walking with friends when she was hit by cyclist Jason Howard on 2 April 2007. Howard was convicted of ""dangerous cycling"" and fined. Under the charge there was no penalty of imprisonment.']",0.1875,0,0.15625,0.15625,24.79234443
t5base,67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"['the 17-year-old was hit by cyclist Jason Howard on 2 April 2007 . he was convicted of ""dangerous cycling"" and fined £2,200 . under the charge there was no penalty of imprisonment .']",0.229508197,0,0.196721311,0.196721311,24.27218946
t5_finetune,67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"[""Aylesbury magistrates will hear a new Commons Bill over the issue of 'dangerous cycling'""]",0.238095238,0,0.142857143,0.142857143,22.47078211
bart_base,67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],"['Rhiannon Bennett, 17, was walking with friends when she was hit by cyclist Jason Howard on 2 April 2007. Howard was convicted of ""dangerous cycling"" and fined. Under the charge there was no penalty of imprisonment. Michael and Diana Bennett will hear their local MP Andrea Leadsom introduce a Commons Bill over the issue. During Howard\'s trial in August 2008, Aylesbury magistrates heard he had shouted at Rhiannon to ""move because I\'m not stopping"", before crashing into her. \'National outcry\' She died from head injuries six days later. Howard, from Buckingham, was fined £2,200, a penalty described as ""laughable"" by Rhiannea\'s parents. They have been campaigning since then for the introduction of more serious penalties for cyclists who cause death. The couple will be in the public gallery of the Commons to hear a Ten Minute Rule Bill by the South Northamptonshire MP. Mrs Leadsome\'s Bill is expected to propose that deaths caused by cyclists should be treated in a similar way to those caused by motorists or motorcyclists. The Conservative MP said: ""Imagine if a motorist had mounted the pavement and killed a schoolgirl as she chatted to her friends. ""The motorist']",0.194690265,0.026785714,0.132743363,0.132743363,21.90451183
bart_finetune,67,['The parents of a Buckingham girl who was killed by a cyclist will be in the House of Commons later as their fight to change the law continues.'],['A family of a schoolgirl who died after being hit by a motorcyclist in Aylesbury has called for more serious penalties for cyclists who cause death.'],0.222222222,0.076923077,0.222222222,0.222222222,26.94016339
