text,summary
"The city council announced a £3.5m deal with airline Emirates to rebrand the Spinnaker Tower earlier this month. The decision upset 10,000 people who signed a petition against a branding plan as red and white are the colours of football rivals Southampton. More than 100 litres of red paint, bought in readiness for the work, will now be given away to good causes. Following ""collective feedback"", new plans show the tower painted blue and gold. Blue is the traditional colour of the city of Portsmouth and its football team. 'Laughing stock' Donna Jones, leader of Portsmouth City Council said: ""We have listened to the public and created a new blue, gold and white design that is in keeping with suggestions from residents. ""[It] gives us a unique opportunity to promote Portsmouth around the world."" She said there was ""no change at all to the financial deal"" following the U-turn. ""We wouldn't have to do any of this if we weren't so desperately short of money. We have a primary school places crisis at the moment - this money is going towards building new classrooms."" However Portsmouth's Liberal Democrat opposition said the saga had made the city the ""laughing stock of the country"". Councillor Ben Dowling said: ""It's good that the new design isn't red but we still have some fairly serious questions about the process that has taken place. ""Most Portsmouth people are asking 'why didn't we just get asked in the first place?' - someone surely would have pointed out that red wasn't the best idea."" The council said 115 litres of red paint already purchased by the airline would be made available to charities and community organisations in Hampshire. Sir Tim Clark, President of Emirates said: ""We listened to the feedback and worked with the council to adapt the designs in order to create something that Portsmouth residents will be proud of."" An application for advertising consent has been posted on the Portsmouth City Council website. It states: ""Brand logo and brand name will be adhered to the tower legs and lower ground signage base."" There are currently 13 objections to the plans on the planning site. A number of them, made before the new design was released, ask for full plans to be made available for public consultation. One states: ""As no pictorial representation accompanies this application it is impossible to judge the acceptability of what is proposed. Therefore I object."" The tower is to be called the Emirates Spinnaker Tower in time for the America's Cup World Series sailing event in July. Branding will remain in place for five years. If advertising consent is approved the council will be permitted to have branding on the tower until June 2022. The 560ft (170m) tower opened in 2005 and is owned by the council but run by a private company. It is believed a planning committee meeting is to be held on 7 July to discuss the application.",A Portsmouth landmark is to be painted blue and gold following an outcry over the use of red in the previous plan.
"Nicola Jones said there were routes that appeared ""viable"" but quickly petered out. She made the comments at the inquest of Dylan Rattray, 21, who fell 600ft (180m) to his death after following a false route. A National Park Authority spokeswoman said areas would be landscaped to stop people straying into dangerous areas. Mr Rattray, of Llanfihangel-y-Creuddyn, Ceredigion, was with friend Jack Bonner when he fell and died instantly in the tragedy at Clogwyn y Garnedd on 18 April. Mr Bonner told the inquest in Caernarfon on Wednesday the pair thought they were on an established path. The coroner said the park had a duty to address the concerns. A spokeswoman for the park authority said she appreciated the coroner's comments and safety on the mountain was ""of the utmost importance"". ""Recently, direction pillars were installed on Snowdon which have been helpful to walkers who have lost their way on the mountain,"" she said. ""In the meantime, work is underway to remove the traces of false paths around the summit of Snowdon and discussions are underway to carry out landscaping work will encourage people not to stray into dangerous parts of the summit.""","Work is under way to remove 'false paths' from Snowdon, after a coroner said they left ""people in peril""."
"By Brian MeechanBBC Wales business correspondent Its assembly election manifesto includes creating something similar to Transport for London to create a ""genuine integrated transport system"". It also wants an organisation responsible for supporting small firms. The FSB said it was ""deliverable"" with existing Welsh government funding. The organisation, which has 10,000 members among the 200,000 small and medium sized enterprises in Wales, wants parties to adopt its Transport for Wales idea. The organisation - to be fully functioning within three years - would create an investment plan and manage a Wales-wide rail franchise. It would follow a similar model to Transport for London including ticketing across services as with the Oyster card. The manifesto also wants: The FSB said the measures would help small businesses grow and create more jobs. The ""business manifesto"" has been drawn together following research by a number of leading academics for the organisation ahead of May's assembly election. One of those reports, by Manchester Business School and revealed by BBC Wales last week, said more help was needed for growing firms to stay under Welsh ownership. The manifesto has been independently costed and could be delivered within current budgets according to the FSB. FSB Wales policy manager Dr Rachel Bowen said: ""We are convinced that if the next Welsh government takes up the policies that we are proposing in our manifesto then businesses and the economy in communities the length and breadth of Wales will benefit."" The manifesto will be launched on Wednesday evening at a cross-party event in Cardiff Bay.","A single transport body with responsibility for roads, rail, buses and cycling in Wales is proposed among ""radical"" new measures from the Federation of Small Business."
"By Steven McKenzieBBC Scotland Highlands and Islands reporter VisitScotland spent £7m on a joint marketing drive with Disney for the 2012 movie, which was set in Scotland. VisitNorway has a similar campaign that ties in with Frozen, an adventure about two sisters called Elsa and Anna. The tourism body said since the drive's launch there had been a ""dramatic increase"" in Norway among US tourists. VisitNorway said travel to Norway from the US rose 37% between January and March compared to 2013. It said it had seen a 350% increase in visitors to its North American website compared to normal following last winter's release of Frozen. It also said the number of people searching for flights to Norway from the US rose by 153%, according to the website Flight Tracker. The airline Norwegian Air Shuttle has reported a 52% increase in passengers on routes from the US to Oslo in March 2014 compared to March last year. Figures for visits from the UK are expected to be released later this year. Frozen was influenced by Norway's landscape and also Hans Christian Andersen's story The Snow Queen. Last month, the animated film became the fifth highest-grossing film in box office history. The Oscar-winning movie has taken $1.219bn (£723m) worldwide. Catherine Foster, country manager at VisitNorway UK, told the BBC News Scotland website in February that Scotland's Brave tourism campaign had been an influential factor. Last year, VisitScotland said Scotland was seeing the benefits of its multi-million pound global marketing effort. The tourism body said part of the activity in its joint marketing campaign with Disney had reached 505 million people worldwide. VisitScotland said the first of thousands of people had started coming to Scotland because of Brave. The visits are forecast to generate £120m over five years for the economy. Over the next 10 years, Brave is expected to generate more than £140m in business for Scotland, according to VisitScotland.",Norway's tourism campaign tied into Disney's Frozen and inspired by one in Scotland linked to the film Brave has gained growing interest in the US.
"The authority is taking over the running of concessionary fares from the various district councils and considered a number of options. But because of the area's rural nature bus pass holders can travel free at any time except between 0600 and 0900. Those living in the Craven district will lose the ""anytime"" free travel. The change in the Craven district will take effect when the county council assumes responsibility for managing the concessionary fares in April 2011. County councillor Clare Wood, who is responsible for integrated passenger transport, said: ""The county council carried out extensive consultation. ""It became clear that the vast majority of residents were opposed to any changes that might have a detrimental impact on the ability to travel of people living in rural areas. ""We listened carefully to those concerns and have made a decision which we believe will help all our residents maintain access to travel.""","Pensioners who travel free on off-peak bus services in North Yorkshire are to have the concession safeguarded, the county council has decided."
"The total number of deaths is five fewer than in 2014. But Assistant Chief Constable Alan Todd, of the Police Service of Northern Ireland (PSNI), said even one death ""is one too many"". Almost half of those who were killed were drivers, while 17 were passengers. Nineteen pedestrians and four motorcyclists also died. Five of those who lost their lives were children, one more than in the previous year. Tackle Environment Minister Mark H Durkan said the number of deaths was a ""serious concern"". ""Every death is tragic and will have brought enormous suffering,"" he said. ""It is each of us who can save lives, it is each of us who can protect ourselves and others from death and serious injury as we share the road."" Mr Durkan said the Road Traffic (Amendment) Bill, which is approaching its final stage in passing through the Northern Ireland Assembly, would introduce further steps to tackle ""problem areas"", such as drink-driving, speeding and driver carelessness. Priority ACC Todd said road users must ""take personal responsibility"" for their actions. ""As we start the New Year, there are families and communities across Northern Ireland coping with the loss of loved ones who were killed in road traffic collisions,"" he added. ""For others involved in serious collisions, it can mean learning to cope with life-changing injuries. ""Road safety will continue to be a key priority for police, but the reality is that many collisions can be avoided."" Falling About 14,780 people have been killed on Northern Ireland's roads since records began in 1931. There were 114 deaths that year, and the numbers generally increased over the years to a peak of 372 deaths in 1972. Since then, the numbers have gradually decreased, first falling to double figures in 2010. The figure in 2012 of 48 road fatalities remains the lowest record.","Seventy-four people were killed on Northern Ireland's roads last year, according to police figures."
"Two people have been arrested in connection with the discovery at Austrey Road, in Warton, Warwickshire, shortly after 12:15 GMT. Warwickshire Police said officers attended following a report of concern for a woman in her 30s who was declared dead at the scene. She has not been formally identified but next of kin have been informed. A cordon has been put in place on Austrey Road while inquiries continue. It is unclear of which offence the arrested pair are suspected. Det Supt Jon Marsden said: ""We are working to establish the circumstances surrounding this woman's death, which is currently being treated as unexplained, and our thoughts remain with the woman's family at this time.""",The death of a woman whose body was found at an address early on Saturday is being treated as unexplained.
"By Clodagh RiceBBC News NI Business Correspondent The roles will be in the Belfast customer contact centre, which is re-locating from south Belfast to the bank's city centre headquarters this summer. Ulster Bank is one of the ""big four"" banks in Northern Ireland and has 44 branches and is a subsidiary of the Royal Bank of Scotland. The new jobs are in customer service. They will support customers across the wider RBS Group, including NatWest and Ulster Bank in the Republic. Recruitment for the new positions is underway. Head of Ulster Bank in Northern Ireland Mark Crimmins said the investment shows its commitment to investing in Northern Ireland. ""We are making a very significant investment in the centre of Belfast which will upgrade office space for our team, help us create new employment locally, and bring hundreds more people into the city centre of Belfast,"" he said.",Ulster Bank is creating over 100 new jobs in Belfast between now and the end of April.
"It follows the intervention of England's medical director in an email to his Welsh counterpart. Sir Bruce Keogh said data on rates in six Welsh hospitals was worrying but not adequate to ""form a view"". The Welsh government has already ruled out an inquiry, and that position has now been backed by the RCN leader. Tina Donnelly, the RCN's director in Wales, said she was not convinced by calls for an inquiry, and argued that it did appear to be supported by published data. ""We've got to put the patient at the centre of this, this should not be politicised,"" she said. 'Duty bound' However, speaking on BBC Radio Wales, Ms Donnelly added: ""Where there are legitimate concerns raised by the public about the care that their next-of-kin - or their nearest and dearest - have had in Welsh hospitals, we are duty bound to investigate that."" Health Minister Mark Drakeford said data for England and Wales could not be compared and claimed it was a Conservative Party attempt to ""drag the Welsh NHS through the mud"". Sir Bruce Keogh's intervention came amid heightened tensions between the governments in London and Cardiff Bay over the Welsh NHS. David Cameron has repeatedly criticised the performance of the Welsh NHS and the Labour administration in Cardiff Bay during Prime Minister's Questions. Statistics published last year by the Welsh government showed 11 out of 17 district general hospitals in Wales had higher death rates than should be expected. But the health minister has insisted that the latest published figures show an improving picture. 'Care clinics' The latest comments comes as the first of a series of clinics get underway to discuss concerns about poor care at Abertawe Bro Morgannwg (ABM) University Health Board hospitals. Patients, relatives and carers will be able to speak to senior medics and managers at Bridgend's Princess of Wales Hospital later about problems they have faced. A Welsh government review has been ordered into the alleged neglect of Lilian Williams, an elderly patient at two of the board's hospitals, who died in 2012. Mrs Williams' son Gareth has, with others, call for the ABM board chief executive Paul Roberts to resign over the issue. Speaking ahead of the 'concern clinic' on Monday, Mr Roberts said: ""We want to meet patients, relatives and carers who have concerns about care and who feel they have not yet had the answers they need. ""We will listen and learn from them, and we hope some will also agree to work with us to make changes.""",The head of the Royal College of Nursing in Wales says an inquiry into death rates at Welsh hospitals is not needed.
"Kevin Shepperson, 39, was discovered fatally injured at the property on Bloxwich Road South, Willenhall, Walsall, on Wednesday. He was confirmed dead at the scene, West Midlands Police said. Cameron MacKenzie, from Chuckery, Walsall, and Wayne Kendall, from Willenhall, both 21, will appear at Walsall Magistrates' Court on Monday. Mr MacKenzie, of Richmond Street, and Mr Kendall, of Bloxwich Road South, have both been remanded in custody.",Two men have been charged with the murder of man found at a flat in the West Midlands.
"By Robbie MeredithBBC News NI Education Correspondent Following Brexit the UK decided not to remain in Erasmus - a European Union (EU) programme that helps students study in other countries. Instead, the UK government has replaced it with a new scheme named after the mathematician Alan Turing. NI students will be able to access both the Erasmus and Turing schemes. That is because the Irish government has said it will enable students in Northern Ireland to continue to participate in Erasmus. Irish Universities Minister Simon Harris is expected to outline how that will happen in the coming months. Students from Northern Ireland will need to temporarily register with Irish higher education institutions to participate. However, on Saturday, the UK government has revealed more details of the Turing scheme. A website with funding and eligibility details has gone live to enable universities, colleges and schools to prepare applications to the programme. NI Secretary Brandon Lewis said Turing would enable students from all backgrounds in Northern Ireland to study and work abroad. He said the new scheme would boost access to overseas study. ""I look forward to continuing to engage with Northern Ireland education institutions, so that as many of our students as possible, especially those from disadvantaged backgrounds, are able to participate in this scheme, allowing them to meet like-minded people from across the globe and enhance their employability prospects,"" he said. Overseas placements and exchanges under the Turing scheme are due to begin in September 2021. The UK government said Turing would target students from disadvantaged backgrounds. They have also set a target to recruit more international students to UK universities. However the governments in Scotland and Wales want their students to have the same continued access to Erasmus as students in Northern Ireland have.","Students, colleges and universities in Northern Ireland have been urged to take part in the UK replacement for the Erasmus scheme."
"By Elise JenkinsBBC News That is because the shopfront of Facefood in Roath bears a striking resemblance to Facebook's logo. The manager of Facefood said many people had been taking pictures of the distinctive facade, but confirmed his business had not approached the rather larger social network website. Facebook has confirmed it is examining the use of the sign. Facefood opened only this week in City Road, but pictures of its logo have already excited lots of comment on social networks, including Twitter. One tweeter speculated on whether Facebook would be in touch with Facefood, some found its branding funny, while others wondered if it was part of a chain. Facefood manager Samir Bougaci, who is originally from Algeria and who now lives in Cardiff, said the business had not sought permission from Facebook. ""We have not spoken with Facebook - we have not heard from them,"" he said. Mr Bougaci said he and his business partner did not believe there would be ramifications as a result of adopting the design. He said they had heard of different shops around the world along similar lines. A quick internet search reveals a number of shops also called Facefood in different countries, such as the United States, Egypt, France, Syria and Germany which also use a similar logo. ""It's different from Facebook, it's different words,"" he said. Mr Bougaci said the idea had come to them last January and developed the idea from then. Mr Bougaci, who is also the patisserie chef and trained in Algeria and France, said: ""Lots of people have been interested and they have been coming in and taking pictures."" He added: ""Business has been OK. Lots of people have been coming in. ""It cost a lot of money to get everything, the signs."" A Facebook spokesman told BBC Wales: ""We're looking into it,"" but would not comment further. Since Facebook was founded in 2004 it has become a multibillion-dollar corporation. Chief executive and co-founder Mark Zuckerberg reported last month that the site now has more than one billion people worldwide using it every month.","The sign outside one juice bar and patisserie in a Cardiff suburb is new, but seems strangely familiar."
"By Bethan LewisBBC Wales education correspondent Campaigners say employing classroom cover through agencies has led to lower pay and poorer terms and conditions. There are about 4,500 supply teachers in Wales, covering for sickness absence and professional development. One leading agency denied taking an excessive cut and said it gave teachers ""regular and consistent work"". Llyr Gruffydd AM, Plaid Cymru's education spokesman, said he had been approached ""by a number of very demoralised supply teachers"". One could only find supply work in Denbighshire through an agency and this left her £115 a day pay reduced to £85. ""Another is considering giving up a job he's done for 18 years because of the drastic cut in pay and lack of any personal development or pension payments,"" he said. Another supply teacher said after nearly 20 years he feels he will be forced to leave. ""What was wrong with the previous system whereby schools worked with supply staff directly and paid teachers properly without exploiting them? It was very simple and worked for decades."" The issue has been raised before in recent years but the campaign group Fair Deal for Supply Teachers is now organising a lobby outside the Assembly next Wednesday. ""Welsh supply teachers are fed up with delays, prevarication, inquiries and reports,"" said a spokesman. CASE STUDY Angela Sandles, a former nurse, from Monmouthshire, qualified as a primary school teacher in 1999 and worked in Blaenau Gwent for 12 years. She has been a supply teacher for the last six years, so she could also spend time as a foster parent. ""It's far different from classroom teaching. Some experiences can be fantastic, everything is laid out for you. But you can get a call late in the day, you might not have any work left for you, you have to think on your feet. It's not for the faint hearted but it's enjoyable because we only do this job because we care passionately about education."" She said most supply teachers in Wales were now employed via agencies rather than directly by local authorities. After deductions she said she could be paid around the minimum wage. Ms Sandles described the situation as ""diabolical"" and said some supply teachers were turning to pizza delivery to make ends meet. ""Supply teachers are voting with their feet and leaving and looking for alternative employment,"" she said. ""There are lack of opportunities to be paid properly, get proper continuous professional development and a broad spectrum of experience in schools. Newly qualified teachers are being signed up to agencies and guaranteed work. But once they work for an agency they find it hard to gain the broad range of experience schools are looking for. ""I'm coming up to retirement shortly but I'm fighting for younger teachers who need to be looked after. ""Wales should look to Northern Ireland where supply teachers are on a central register, and get them to be paid, if not initially to scale, but at least the £135 [a day] minimum that the agency is charging to a school. Give us that money. We can fill out our own own self-assessment form and do tax and national insurance."" Mr Gruffydd said it is two years since an Assembly committee recommended a more strategic all-Wales approach for supply teachers, based on Northern Ireland's system. He wants a not-for-profit agency with more money going directly to teachers. New Directions has a three-year contract until next summer as a preferred source of supply teachers for 22 councils, but more than 50 different agencies are operating. Gary Williams, director of New Directions, which has 3,135 teachers on its books in Wales, said they provide regular, consistent work and a guaranteed payment scheme for up to 150 days a year. He denied the agency took a 30-40% cut. ""We provide teachers with training and regular work. Why they have concerns about this system I don't know,"" said Mr Williams. ""We've been here for over 20 years and thousands of supply teachers have worked for agencies. We have head teachers now who worked for agencies back in the day."" The Welsh Government said school governors had the flexibility to decide how best to meet their staffing and supply needs. ""There is nothing to prevent schools from directly employing supply teachers,"" said a spokesman. He said they were examining the findings of an independent taskforce and working closely with teachers and unions to develop proposals to implement the recommendations.","Supply teachers are having to take on extra jobs to make ends meet and many are considering quitting the profession, it has been claimed."
"McGrath is credited with giving many Welsh artists the confidence to express themselves on the international stage. He launched the company as artistic director and chief executive in 2009. Its highlights have included Michael Sheen's The Passion in Port Talbot, A Good Night Out in the Valleys and The Radicalisation of Bradley Manning. Mr McGrath staged performances all over the world and put on innovative productions that included performances in an aircraft hangar and groundbreaking interactive dramas. 'Exciting future' National Theatre Wales chairman Phil George said Mr McGrath had built a theatre company rooted in the communities of Wales that has ""a truly exciting future"". Arts Council of Wales chairman Dai Smith said the director had given everyone the confidence to be a local company with ""a vision and a reach that is truly global"". Mr McGrath praised the attitude in Wales for ""a vibrant, fresh arts scene"". National Theatre Wales will appoint a new artistic director and chief executive later this year. Mr McGrath will begin work for the Manchester International Festival in September. The biennial event specialises in staging premieres by international cultural figures. This year's festival, which takes place in July, will feature the likes of singer Bjork, artist Gerhard Richter and children's TV star Justin Fletcher. Mr McGrath will take over from the festival's founding artistic director Alex Poots, who is leaving to run New York's new Culture Shed. Related Internet Links National Theatre Wales Manchester International Festival",National Theatre Wales founding artistic director John McGrath is to step down from the job to run the Manchester International Festival.
"Lat week, the office's chief executive Sam Pollock resigned after claiming its independence had been undermined by meddling from senior civil servants. CJI Chief Inspector Michael Maguire has said he hopes to complete his review by the end of June. Justice Minister David Ford has already commissioned another review of the claims. The chief executive of the Community Relations Council, Tony McCusker, will decide if officials interfered in the governance of the office and whether officials made false or malicious allegations against Mr Pollock. The Police Ombudsman, Al Hutchinson, said he welcomed the appointment of Mr McCusker but that his review would not deal with all the issues raised in the wake of Mr Pollock's resignation. ""Mr McCusker's terms of reference do not address the alleged lack of operational independence from the PSNI. ""I have categorically refuted such suggestions and have stated that the office has both real and practical independence from the PSNI."" Mr Maguire said his report would provide ""an impartial, evidence-based analysis of the relationship between the Police Ombudsman's Office and the Police Service of Northern Ireland.""",The Police Ombudsman's Office has asked Criminal Justice Inspectorate (CJI) to review its independence from the PSNI.
"Nearly 200,000 more people were in the centre this year compared to last, taking the total to nearly nine million - 1.5 million more than predicted. It comes despite fears that shoppers would leave the city because some high street names have closed stores. Experts say the rise could be due to new homes, offices and a university campus being built in the area. According to the council's service plan indicators and targets, footfall for Newport city centre stood at 8,939,472 in the year 2011/2012. That is a rise of 192,638 on the year 2010/2011 and 1,504,633 more than the council predicted for 2011/2012. It follows figures from the National High Street Index which show a 7.6% rise in the number of people in Newport City Centre this June compared to last. According to this study Cardiff saw a 1.6% drop - and Swansea a 4.5% drop. James Urquhart, the co-owner of Total Toys, has moved from a stall in the city's indoor market to a bigger shop on the high street because of the rise in footfall. ""We're seeing a bit of an increase because we're seeing more shops re-opening,"" he said. ""One of the people down town, called Missy, he shut for a while but now he's back. Obviously for him to come back there must be an increase - he was talking about going to Cwmbran, but he's come back to Newport as well"". 'City landscape changing' It is difficult to pinpoint any one reason for the rise in footfall, but some experts believe it may, in part, be down to new housing in the centre, professional services relocating to the city and the new University of Wales Newport campus on the banks of the River Usk. Dr Jonathan Deacon, a reader in Marketing and Entrepreneurship at the University of Wales Newport says the city landscape is changing. He said: ""We have to rethink and redesign what our city centres are all about - and the city centre of Newport has taken a brave step in saying that maybe it's not just about retail, that it's not just about office space - it's about this kind of mixed activity, so dwelling spaces as well as commercial spaces"". The rise in footfall comes after fears that Newport was losing shoppers to other shopping centres in nearby Cardiff and Bristol, along with Cwmbran, where there is an out-of-town retail park. Big high street names, including Marks and Spencer, Next, Burton and Topshop, all shut stores in the city centre last year. But in March it was announced that plans to revamp Newport's shopping centre with the Friars Walk development for John Frost Square had been approved. Work is likely to start on the £100m development next year to create a new shopping centre and a department store, along with a six-screen cinema, eight restaurants and cafe. A car park with 360 spaces is included in the plan.","The number of people passing through Newport city centre has risen ""significantly,"" council figures show."
"The custodian, Welsh heritage body Cadw, wants to maximise the visitor potential of the 13th Century castle, which overlooks the Denbighshire town. It also plans to open up more of the historic walls around Denbigh, giving access to walkers, and providing guided tours. The castle is due to close next month to allow work to get under way. Work on the castle began soon after Edward I created the Lordship of Denbigh, which he granted to Henry de Lacy, the Earl of Lincoln, in 1282. Much of the castle, the town walls, and other historic features still remain, according to county archaeologist Fiona Gale. From next February when the castle reopens, Cadw wants to make the building a ""key heritage visitor attraction"", according to Heritage Minister Huw Lewis. He said: ""It's an exciting development for the community of Denbigh, and Cadw's development at the castle will tie in very well with the work undertaken by Denbigh Town Council to develop and promote the historic town's heritage and tourism value."" Last year, the town council helped set up a scheme where volunteer guides offer visitors a tour of the town, sharing its history and providing an insight into its 235 listed buildings. 'Amazing' In all, 19 guides ""graduated"" with an assessment from the Blue Badge tourist guides. Sharon Braunton, Denbigh community reporter for BBC Radio Wales, helped set up the guides group with money from the Heritage Lottery Fund. She said plans for the visitor attraction were ""amazing"", adding that she was looking forward to seeing more of the historic walls opened up to visitors. The plans include a purpose-built visitor centre, as well as improvements to the ""presentation and interpretation of the monument and walls, and links with the wider historic landscape of Denbigh"". The castle will close its doors on Sunday, 24 July and is due to reopen on Monday, 6 February next year.","Denbigh Castle is to undergo a £600,000 revamp, including a new visitor centre."
"Recycoal has been given planning permission by Doncaster Council to clean up 13m tonnes of colliery spoil at the old Rossington Colliery. The firm said it also planned to recover 950,000 tonnes of coal for electricity generation. It will then restore the land to open space within five years. The company said a variety of natural habitats would be created on the 112 hectare (277 acre) site, including woodland areas and grasslands. The restored site will also include a memorial garden, allotments, footpaths and bridleways. Chief executive officer Tom Allchurch, said the scheme would ""significantly enhance the local environment"". ""The use of Rossington as a base for training new employees will bring further opportunities to the local economy, in addition to the 70 jobs created by the land restoration project,"" he said.",Dozens of jobs are to be created after plans for a coal recovery and restoration scheme at a former colliery in South Yorkshire were approved.
"Katrina Percy first stepped down in August, but was given a new advisory role specifically created for her. The Trust's board said public feedback had led it to decide it was ""no longer possible for her to continue"". Ms Percy, who will leave with a £190,000 payout, said she felt ""great sadness"" but agreed with the decision. The public response, she said, had caused her to reflect and decide to ""leave the trust with immediate effect and seek other opportunities"". On the subject of Ms Percy's settlement, NHS Improvement said: ""We know that this won't please some who think she ought to have received no payment at all. ""In situations like this, a perfect deal is not possible. ""But the strong legal advice we have received is that to do anything else would have a much greater cost to the public purse and, as a consequence, would go against good management of public money."" 'Public concern' A Southern Health spokesman said it was looking to pass on her duties, which involved giving strategic advice to GPs, ""sooner rather than later"". The ""important work"" could be shared among several of the trust's GPs, he suggested. Ms Percy had stepped down from her previous role as chief of Southern Health amid ""media attention"" after the trust failed to investigate hundreds of deaths. Despite resigning as CEO after months of pressure, Ms Percy was controversially retained as an advisor on her existing pay and benefits package of nearly £250,000 a year. The interim chairman of the trust admitted to BBC News at the time no other candidates had been considered, but said it was a ""finite role for a 12-month period"". He resigned his post three weeks later. Southern Health's board said it had ""received correspondence from the public, patients and families expressing their concerns"". ""Both the Trust and NHS Improvement believe it is no longer possible for Katrina to continue in her new advisory role,"" it said. ""Katrina shares this view and we have worked with NHS Improvement to come to a settlement where she will leave Southern Health with immediate effect, to pursue other opportunities."" Ms Percy faced months of criticism for the way her trust failed to investigate patient deaths when she was chief executive. In June, the trust accepted responsibility for the death of 18-year-old Connor Sparrowhawk, who drowned in a bath at Slade House in Oxford. Deborah Coles, director of Inquest, which has supported Connor Sparrowhawk's family, said the resignation ""should mark the end of Southern Health's denial of responsibility for systemic failings and the start of vital work to protect the lives of the people in its care"". But campaign group Justice for LB - LB was Connor's nickname, and stands for Laughing Boy - called the settlement ""utterly disgraceful"". ""We listened to feedback, reflected, decided she wasn't employable and rewarded her with quarter of a million,"" it tweeted.","The former head of troubled Southern Health NHS trust, who was controversially moved to a new post, has quit following months of pressure."
"The Labour leader told the BBC the way decisions were taken in the party after his re-election had to be opened up. He also sought to build bridges with MPs critical of him by saying the ""vast majority"" have no fear of being barred from standing at the next election. It came as one union leader told MPs to stop ""knifing"" their leader. Unite boss Len McCluskey said he believed ""only a rump of right wingers"" would continue to oppose Mr Corbyn following his re-election and he should be allowed to lead without having ""to pluck knives out of his back."" Speaking to the Andrew Marr Show, Mr Corbyn acknowledged there were ""differences of opinion"" between him and many of his MPs on policy but said there was also a ""great deal of unanimity"". 'Thirst for change' He said Labour's growing party membership - which has swelled to more than half a million since the general election - now held greater sway and Labour MPs would be expected to fall into line with its support for a tough message on anti-austerity and public ownership. But he played down talk that MPs judged to be out of step with the direction of the party could be deselected in the run-up to next general election. MPs have warned of a purge linked to proposed changes to constituency boundaries in 2020 and Mayor of London Sadiq Khan has warned that, if this happened, it could lead to a split in the party similar to the one in the early 1980s. Mr Corbyn said the relationship between an MP and their constituency was ""complex"" but added: ""Let's have a democratic discussion and, I think, the vast majority of MPs will have no problem whatsoever."" Mr Corbyn said he wanted a less top-down approach to policy making, with more input from grass roots activists and the party conference, which began in Liverpool on Sunday, at the ""centre of concluding policy debates"". ""There is a lot of thirst for change out there,"" he said. ""People want to see things done differently."" After Mr Corbyn secured 61.8% of the vote to comfortably defeat his challenger Owen Smith, there has been speculation that a number of Labour MPs who resigned from the shadow cabinet in the summer in protest at Mr Corbyn's leadership could be willing to return. Mr McCluskey said the majority of MPs would now be willing to serve under Mr Corbyn and the media should ""watch this space"". But former shadow health and education secretaries Heidi Alexander and Tristram Hunt have already ruled out a return to the front bench and Mr Smith has also said he won't serve under his rival. It is thought a number of MPs are only prepared to return if elections to the shadow cabinet - which were scrapped in 2011 - are reinstated. Labour's ruling National Executive Committee discussed the issue on Saturday but no conclusions were reached. 'Greater good' Amid calls for unity, Shadow Foreign Secretary Emily Thornberry said it was time for opponents of Mr Corbyn to fall in line, telling the BBC News Channel they needed to work for the ""greater good"" by providing a strong opposition. She was speaking after Labour peer Lord Mitchell became the first representative to quit the party after Mr Corbyn's re-election. The businessman, who was ennobled by Tony Blair in 2000, said he was concerned about Mr Corbyn's ""lack of leadership qualities"" and he would never become prime minister. The peer also said he was alarmed by the rise of anti-Semitism within sections of the Labour movement and Mr Corbyn's ""lukewarm"" response to it. In response, Mr Corbyn said the comments were ""unfortunate"" and there is ""absolute unity in the party of opposing any form of anti-Semitism"". Winning mandate In his first set piece interview since his re-election, Mr Corbyn told Andrew Marr he supported a huge programme of public investment in the economy, funded by extra borrowing and an increase in corporate taxation. He also called on the government to be more open about the progress of the Brexit negotiations amid confusion about when Article 50 would be triggered. While supporting the current defence budget, he appeared to cast doubt on plans by MI6 to recruit 1,000 extra staff, saying the security service's proposed expansion wasn't ""particularly necessary"". On foreign policy, he said there should be an inquiry into Russian bombing in Syria and also suggested British troops should not be protected from future legal action over alleged abuses in Iraq and Afghanistan - after calls for an end to ""vexatious"" claims by PM Theresa May. This, he said, would be a ""step too far"" as British soldiers had to respect international law. Conservative Foreign Secretary Boris Johnson suggested that Mr Corbyn did not pose a serious threat to the government, telling Andrew Marr his ""left-wing 1970s"" economic programme was ""extremely dangerous"".","Jeremy Corbyn has vowed to give more say over policy-making to grass-roots Labour supporters to help build a ""more equal and decent society""."
